timestamp,event_type,x,y
1602803834830,!mousemove,346.0,655.0
1602803834999,!mousemove,344.0,655.0
1602803835009,!mousemove,343.0,655.0
1602803835195,!mousemove,342.0,650.0
1602803835202,!mousemove,342.0,649.0
1602803835210,!mousemove,341.0,649.0
1602803835383,!mousemove,341.0,643.0
1602803835391,!mousemove,341.0,641.0
1602803835408,!mousemove,341.0,640.0
1602803835486,!mousemove,341.0,638.0
1602803835507,!mousemove,341.0,636.0
1602803835527,!mousemove,341.0,635.0
1602803835547,!mousemove,341.0,632.0
1602803835568,!mousemove,341.0,631.0
1602803835588,!mousemove,341.0,629.0
1602803835617,!mousemove,342.0,626.0
1602803835628,!mousemove,343.0,624.0
1602803835669,!mousemove,344.0,622.0
1602803835907,!mousemove,344.0,623.0
1602803835928,!mousemove,343.0,626.0
1602803835947,!mousemove,338.0,633.0
1602803835967,!mousemove,334.0,638.0
1602803835987,!mousemove,328.0,646.0
1602803836007,!mousemove,326.0,650.0
1602803836027,!mousemove,323.0,654.0
1602803836045,!mousemove,323.0,655.0
1602803841776,!mousemove,851.0,1.0
1602803854180,!mousemove,443.0,582.0
1602803854308,!mousemove,336.0,643.0
1602803854359,!mousemove,316.0,655.0
1602803863461,!mousemove,535.0,427.0
1602803863467,!mousemove,527.0,431.0
1602803863478,!mousemove,524.0,434.0
1602803863497,!mousemove,502.0,455.0
1602803863517,!mousemove,484.0,476.0
1602803863537,!mousemove,446.0,526.0
1602803863557,!mousemove,406.0,562.0
1602803863577,!mousemove,372.0,594.0
1602803863597,!mousemove,360.0,609.0
1602803863617,!mousemove,350.0,621.0
1602803863636,!mousemove,348.0,624.0
1602803863657,!mousemove,346.0,627.0
1602803863676,!mousemove,346.0,628.0
1602803863716,!mousemove,346.0,629.0
1602803863756,!mousemove,343.0,632.0
1602803863776,!mousemove,340.0,636.0
1602803863796,!mousemove,335.0,644.0
1602803863816,!mousemove,332.0,649.0
1602803863833,!mousemove,327.0,655.0
1602803869105,!mousemove,506.0,477.0
1602803869112,!mousemove,425.0,568.0
1602803869131,!mousemove,390.0,596.0
1602803869226,!mousemove,310.0,647.0
1602803875610,!mousemove,541.0,472.0
1602803875807,!mousemove,538.0,472.0
1602803875985,!mousemove,537.0,472.0
1602803877491,!mousemove,522.0,480.0
1602803877500,!mousemove,518.0,483.0
1602803877547,!mousemove,518.0,491.0
1602803877569,!mousemove,517.0,511.0
1602803877771,!mousemove,516.0,574.0
1602803878490,!mousemove,515.0,894.0
1602803878546,!mousemove,514.0,941.0
1602803878566,!mousemove,513.0,974.0
1602803878606,!mousemove,512.0,1070.0
1602803879005,!mousemove,511.0,1189.0
1602803879126,!mousemove,510.0,1325.0
1602803879189,!mousemove,509.0,1546.0
1602803879923,!mousemove,508.0,1594.0
1602803880169,!mousemove,507.0,1992.0
1602803885549,!mousemove,506.0,2973.0
1602803889203,!mousemove,506.0,1771.0
1602803889223,!mousemove,506.0,1769.0
1602803889286,!mousemove,561.0,1726.0
1602803889304,!mousemove,600.0,1702.0
1602803889323,!mousemove,637.0,1678.0
1602803889342,!mousemove,663.0,1660.0
1602803889364,!mousemove,721.0,1622.0
1602803889383,!mousemove,768.0,1593.0
1602803889402,!mousemove,838.0,1553.0
1602803889423,!mousemove,874.0,1531.0
1602803889442,!mousemove,931.0,1504.0
1602803889462,!mousemove,965.0,1488.0
1602803889482,!mousemove,1010.0,1468.0
1602803889504,!mousemove,1036.0,1452.0
1602803889522,!mousemove,1059.0,1438.0
1602803889542,!mousemove,1087.0,1422.0
1602803889563,!mousemove,1111.0,1402.0
1602803889583,!mousemove,1123.0,1392.0
1602803889602,!mousemove,1140.0,1375.0
1602803889623,!mousemove,1152.0,1361.0
1602803889654,!mousemove,1174.0,1342.0
1602803889663,!mousemove,1191.0,1329.0
1602803889681,!mousemove,1216.0,1312.0
1602803889703,!mousemove,1229.0,1300.0
1602803889722,!mousemove,1246.0,1284.0
1602803895646,!mousemove,532.0,1286.0
1602803895662,!mousemove,509.0,1308.0
1602803895682,!mousemove,492.0,1329.0
1602803895703,!mousemove,459.0,1386.0
1602803895724,!mousemove,430.0,1457.0
1602803895749,!mousemove,381.0,1571.0
1602803895763,!mousemove,366.0,1608.0
1602803895783,!mousemove,341.0,1691.0
1602803895805,!mousemove,328.0,1742.0
1602803895826,!mousemove,324.0,1765.0
1602803895847,!mousemove,322.0,1782.0
1602803895866,!mousemove,322.0,1798.0
1602803895882,!mousemove,322.0,1806.0
1602803895903,!mousemove,321.0,1812.0
1602803895921,!mousemove,321.0,1813.0
1602803896041,!mousemove,321.0,1814.0
1602803896061,!mousemove,320.0,1817.0
1602803896081,!mousemove,319.0,1820.0
1602803896101,!mousemove,314.0,1827.0
1602803896121,!mousemove,309.0,1833.0
1602803896141,!mousemove,297.0,1842.0
1602803896162,!mousemove,283.0,1852.0
1602803896182,!mousemove,261.0,1867.0
1602803896202,!mousemove,251.0,1874.0
1602803896220,!mousemove,235.0,1884.0
1602803896240,!mousemove,225.0,1892.0
1602803896260,!mousemove,215.0,1901.0
1602803896280,!mousemove,210.0,1906.0
1602803896300,!mousemove,202.0,1917.0
1602803896320,!mousemove,199.0,1921.0
1602803896340,!mousemove,196.0,1928.0
1602803896362,!mousemove,196.0,1932.0
1602803896380,!mousemove,196.0,1936.0
1602803896400,!mousemove,195.0,1937.0
1602803911319,!mousemove,757.0,1284.0
1602803911321,!mousemove,749.0,1293.0
1602803911339,!mousemove,733.0,1313.0
1602803911360,!mousemove,713.0,1339.0
1602803911382,!mousemove,689.0,1374.0
1602803911398,!mousemove,675.0,1394.0
1602803911421,!mousemove,662.0,1412.0
1602803911441,!mousemove,645.0,1437.0
1602803911459,!mousemove,633.0,1455.0
1602803911480,!mousemove,615.0,1489.0
1602803911498,!mousemove,592.0,1528.0
1602803911521,!mousemove,564.0,1577.0
1602803911540,!mousemove,514.0,1654.0
1602803911563,!mousemove,491.0,1697.0
1602803911580,!mousemove,454.0,1757.0
1602803911602,!mousemove,441.0,1786.0
1602803911621,!mousemove,418.0,1818.0
1602803911638,!mousemove,404.0,1841.0
1602803911658,!mousemove,389.0,1863.0
1602803911679,!mousemove,381.0,1875.0
1602803911699,!mousemove,374.0,1885.0
1602803911719,!mousemove,370.0,1889.0
1602803911739,!mousemove,367.0,1892.0
1602803911759,!mousemove,359.0,1897.0
1602803911779,!mousemove,352.0,1902.0
1602803911799,!mousemove,347.0,1906.0
1602803911819,!mousemove,341.0,1910.0
1602803911839,!mousemove,335.0,1914.0
1602803911859,!mousemove,327.0,1918.0
1602803911880,!mousemove,322.0,1922.0
1602803911899,!mousemove,310.0,1928.0
1602803911917,!mousemove,305.0,1931.0
1602803911938,!mousemove,297.0,1936.0
1602803911956,!mousemove,293.0,1937.0
1602803921577,!mousemove,892.0,1288.0
1602803921598,!mousemove,851.0,1326.0
1602803921617,!mousemove,820.0,1356.0
1602803921637,!mousemove,777.0,1404.0
1602803921658,!mousemove,742.0,1445.0
1602803921677,!mousemove,681.0,1520.0
1602803921698,!mousemove,643.0,1574.0
1602803921717,!mousemove,595.0,1656.0
1602803921738,!mousemove,561.0,1711.0
1602803921758,!mousemove,512.0,1790.0
1602803921781,!mousemove,476.0,1841.0
1602803921796,!mousemove,430.0,1895.0
1602803921816,!mousemove,411.0,1916.0
1602803921834,!mousemove,396.0,1935.0
1602803936454,!mousemove,698.0,1282.0
1602803936473,!mousemove,681.0,1294.0
1602803936494,!mousemove,656.0,1317.0
1602803936514,!mousemove,643.0,1332.0
1602803936533,!mousemove,629.0,1352.0
1602803936557,!mousemove,619.0,1371.0
1602803936573,!mousemove,609.0,1398.0
1602803936598,!mousemove,604.0,1418.0
1602803936615,!mousemove,599.0,1448.0
1602803936637,!mousemove,597.0,1466.0
1602803936655,!mousemove,597.0,1488.0
1602803936675,!mousemove,597.0,1497.0
1602803936694,!mousemove,597.0,1505.0
1602803936714,!mousemove,597.0,1508.0
1602803936733,!mousemove,597.0,1512.0
1602803936754,!mousemove,597.0,1514.0
1602803936774,!mousemove,596.0,1517.0
1602803936817,!mousemove,594.0,1519.0
1602803936835,!mousemove,591.0,1519.0
1602803936855,!mousemove,585.0,1519.0
1602803936875,!mousemove,578.0,1519.0
1602803936896,!mousemove,557.0,1515.0
1602803936917,!mousemove,517.0,1497.0
1602803936936,!mousemove,477.0,1475.0
1602803936959,!mousemove,427.0,1445.0
1602803936982,!mousemove,346.0,1397.0
1602803937007,!mousemove,269.0,1352.0
1602803937014,!mousemove,260.0,1344.0
1602803937034,!mousemove,243.0,1331.0
1602803937053,!mousemove,241.0,1326.0
1602803937073,!mousemove,240.0,1323.0
1602803937094,!mousemove,240.0,1319.0
1602803937113,!mousemove,240.0,1315.0
1602803937134,!mousemove,241.0,1308.0
1602803937156,!mousemove,244.0,1300.0
1602803937174,!mousemove,244.0,1294.0
1602803937193,!mousemove,247.0,1289.0
1602803937213,!mousemove,249.0,1282.0
1602803937233,!mousemove,250.0,1281.0
1602803937355,!mousemove,282.0,1282.0
1602803937373,!mousemove,291.0,1286.0
1602803937393,!mousemove,299.0,1288.0
1602803937413,!mousemove,313.0,1296.0
1602803937434,!mousemove,322.0,1301.0
1602803937453,!mousemove,337.0,1312.0
1602803937473,!mousemove,346.0,1317.0
1602803937493,!mousemove,351.0,1320.0
1602803937513,!mousemove,352.0,1320.0
1602803937633,!mousemove,351.0,1320.0
1602803937653,!mousemove,350.0,1319.0
1602803937673,!mousemove,349.0,1318.0
1602803937693,!mousemove,349.0,1317.0
1602803937714,!mousemove,348.0,1316.0
1602803937733,!mousemove,347.0,1316.0
1602803937753,!mousemove,346.0,1315.0
1602803937773,!mousemove,344.0,1314.0
1602803937793,!mousemove,342.0,1312.0
1602803937818,!mousemove,341.0,1312.0
1602803937854,!mousemove,340.0,1311.0
1602803937913,!mousemove,339.0,1311.0
1602803937936,!mousedown,339.0,1311.0
1602803938034,!mousemove,336.0,1311.0
1602803938053,!mousemove,333.0,1311.0
1602803938073,!mousemove,331.0,1311.0
1602803938093,!mousemove,327.0,1311.0
1602803938115,!mousemove,322.0,1312.0
1602803938133,!mousemove,318.0,1312.0
1602803938155,!mousemove,312.0,1312.0
1602803938174,!mousemove,311.0,1312.0
1602803938194,!mousemove,306.0,1312.0
1602803938216,!mousemove,302.0,1312.0
1602803938238,!mousemove,298.0,1312.0
1602803938253,!mousemove,293.0,1312.0
1602803938274,!mousemove,292.0,1312.0
1602803938293,!mousemove,291.0,1312.0
1602803938314,!mousemove,290.0,1312.0
1602803938333,!mousemove,289.0,1312.0
1602803938354,!mousemove,287.0,1312.0
1602803938373,!mousemove,286.0,1312.0
1602803938414,!mousemove,285.0,1312.0
1602803938434,!mousemove,284.0,1312.0
1602803938453,!mousemove,283.0,1312.0
1602803938473,!mousemove,279.0,1312.0
1602803938493,!mousemove,275.0,1312.0
1602803938514,!mousemove,273.0,1312.0
1602803938533,!mousemove,272.0,1312.0
1602803938553,!mousemove,269.0,1312.0
1602803938573,!mousemove,266.0,1312.0
1602803938593,!mousemove,263.0,1312.0
1602803938613,!mousemove,262.0,1312.0
1602803938633,!mousemove,261.0,1312.0
1602803938653,!mousemove,260.0,1312.0
1602803938673,!mousemove,259.0,1312.0
1602803938753,!mousemove,258.0,1312.0
1602803938853,!mousemove,257.0,1312.0
1602803938873,!mousemove,255.0,1312.0
1602803938893,!mousemove,254.0,1312.0
1602803938913,!mousemove,250.0,1312.0
1602803938934,!mousemove,248.0,1312.0
1602803938953,!mousemove,247.0,1312.0
1602803939573,!mousemove,245.0,1312.0
1602803939962,!mouseup,245.0,1312.0
1602803940027,!mousemove,245.0,1312.0
1602803940106,!mousedown,245.0,1312.0
1602803940177,!mouseup,245.0,1312.0
1602803941316,!mousemove,356.0,1465.0
1602803941454,!mousemove,355.0,1466.0
1602803941473,!mousemove,353.0,1468.0
1602803941493,!mousemove,344.0,1485.0
1602803941512,!mousemove,333.0,1516.0
1602803941534,!mousemove,314.0,1580.0
1602803941553,!mousemove,301.0,1630.0
1602803941573,!mousemove,290.0,1720.0
1602803941594,!mousemove,282.0,1773.0
1602803941616,!mousemove,273.0,1834.0
1602803941634,!mousemove,269.0,1863.0
1602803941653,!mousemove,267.0,1895.0
1602803941673,!mousemove,267.0,1902.0
1602803941692,!mousemove,267.0,1904.0
1602803941773,!mousemove,267.0,1905.0
1602803941852,!mousemove,268.0,1910.0
1602803941872,!mousemove,269.0,1915.0
1602803941892,!mousemove,270.0,1921.0
1602803941914,!mousemove,271.0,1926.0
1602803941934,!mousemove,271.0,1934.0
1602806134947,!mousemove,942.0,1472.0
1602806134986,!mousemove,874.0,1510.0
1602806134991,!mousemove,860.0,1519.0
1602806135006,!mousemove,854.0,1522.0
1602806135025,!mousemove,850.0,1524.0
1602806135045,!mousemove,848.0,1526.0
1602806135181,!mousemove,848.0,1524.0
1602806135201,!mousemove,848.0,1521.0
1602806135222,!mousemove,848.0,1520.0
1602806135242,!mousemove,848.0,1518.0
1602806135263,!mousemove,848.0,1516.0
1602806135281,!mousemove,848.0,1515.0
1602806135301,!mousemove,848.0,1514.0
1602806135321,!mousemove,848.0,1513.0
1602806135343,!mousemove,848.0,1512.0
1602806135362,!mousemove,848.0,1510.0
1602806135401,!mousemove,848.0,1509.0
1602806135441,!mousemove,848.0,1508.0
1602806135461,!mousemove,849.0,1507.0
1602806135482,!mousemove,849.0,1506.0
1602806135501,!mousemove,849.0,1505.0
1602806135541,!mousemove,849.0,1504.0
1602806135561,!mousemove,851.0,1501.0
1602806135581,!mousemove,853.0,1499.0
1602806135603,!mousemove,875.0,1487.0
1602806135620,!mousemove,899.0,1478.0
1602806135641,!mousemove,944.0,1458.0
1602806135660,!mousemove,990.0,1434.0
1602806135681,!mousemove,1082.0,1383.0
1602806135701,!mousemove,1155.0,1344.0
1602806135721,!mousemove,1238.0,1292.0
1609882276482,!mousemove,307.0,8.0
1609882276487,!mousemove,265.0,467.0
1609882276491,!mousedown,265.0,467.0
1609882276545,!mousemove,266.0,469.0
1609882276546,!mouseup,266.0,469.0
1609882276577,!mousemove,297.0,176.0
1609882277095,!mousemove,297.0,477.0
1609882277321,!mousemove,298.0,483.0
1609882277780,!mouseup,0.0,300.0
1609882277818,!mousemove,288.0,509.0
1609882277954,!mousemove,288.0,512.0
1609882277975,!mousemove,288.0,515.0
1609882277994,!mousemove,288.0,516.0
1609882278014,!mousemove,287.0,521.0
1609882278035,!mousemove,286.0,522.0
1609882278220,!mousedown,286.0,522.0
1609882278280,!mousemove,286.0,522.0
1609882278296,!mousemove,286.0,522.0
1609882278303,!mouseup,286.0,522.0
1609882278555,!mousemove,286.0,526.0
1609882278575,!mousemove,286.0,532.0
1609882278594,!mousemove,286.0,536.0
1609882279044,!mouseup,0.0,300.0
1609882279082,!mousemove,288.0,574.0
1609882279254,!mousemove,288.0,576.0
1609882279294,!mousemove,288.0,578.0
1609882279334,!mousemove,288.0,579.0
1609882279367,!mousemove,286.0,579.0
1609882279374,!mousemove,285.0,579.0
1609882279394,!mousemove,282.0,580.0
1609882279509,!mousedown,282.0,580.0
1609882279575,!mousemove,282.0,580.0
1609882279603,!mouseup,282.0,580.0
1609882279874,!mousemove,281.0,581.0
1609882279894,!mousemove,281.0,584.0
1609882279914,!mousemove,281.0,587.0
1609882279938,!mousemove,281.0,591.0
1609882280368,!mouseup,0.0,300.0
1609882280504,!mousemove,273.0,622.0
1609882280566,!mousemove,305.0,622.0
1609882280574,!mousemove,326.0,624.0
1609882280594,!mousemove,388.0,627.0
1609882280617,!mousemove,439.0,631.0
1609882280636,!mousemove,460.0,631.0
1609882280654,!mousemove,477.0,634.0
1609882280674,!mousemove,482.0,634.0
1609882280694,!mousemove,483.0,634.0
1609882280717,!mousemove,483.0,633.0
1609882280734,!mousemove,483.0,632.0
1609882280757,!mousemove,484.0,632.0
1609882280794,!mousemove,484.0,631.0
1609882280894,!mousemove,484.0,630.0
1609882280914,!mousemove,484.0,629.0
1609882280935,!mousemove,483.0,627.0
1609882280954,!mousemove,483.0,626.0
1609882280974,!mousemove,481.0,622.0
1609882280995,!mousemove,481.0,619.0
1609882281019,!mousemove,481.0,616.0
1609882281040,!mousemove,481.0,615.0
1609882281054,!mousemove,481.0,614.0
1609882281155,!mousemove,481.0,613.0
1609882281214,!mousemove,480.0,613.0
1609882281236,!mousemove,478.0,613.0
1609882281395,!mousemove,477.0,613.0
1609882281435,!mousemove,476.0,613.0
1609882281456,!mousemove,475.0,612.0
1609882282374,!mousemove,475.0,611.0
1609882282394,!mousemove,474.0,611.0
1609882282414,!mousemove,474.0,610.0
1609882282554,!mousemove,474.0,608.0
1609882282794,!mousemove,474.0,606.0
1609882282820,!mousemove,474.0,603.0
1609882282836,!mousemove,474.0,601.0
1609882282894,!mousemove,474.0,600.0
1609882282916,!mousemove,474.0,598.0
1609882282935,!mousemove,474.0,597.0
1609882282994,!mousemove,474.0,595.0
1609882283076,!mousemove,472.0,595.0
1609882283094,!mousemove,469.0,595.0
1609882283114,!mousemove,466.0,595.0
1609882283134,!mousemove,462.0,595.0
1609882283154,!mousemove,456.0,596.0
1609882283174,!mousemove,450.0,597.0
1609882283194,!mousemove,433.0,601.0
1609882283214,!mousemove,418.0,604.0
1609882283234,!mousemove,405.0,605.0
1609882283254,!mousemove,385.0,609.0
1609882283274,!mousemove,371.0,610.0
1609882283296,!mousemove,348.0,614.0
1609882283314,!mousemove,320.0,614.0
1609882283334,!mousemove,280.0,620.0
1609882283354,!mousemove,256.0,622.0
1609882283374,!mousemove,237.0,630.0
1609882283394,!mousemove,230.0,635.0
1609882283414,!mousemove,223.0,644.0
1609882283437,!mousemove,216.0,655.0
1609882283456,!mousemove,215.0,661.0
1609882283474,!mousemove,213.0,663.0
1609882283634,!mousemove,187.0,687.0
1609882283704,!mousemove,186.0,687.0
1609882283736,!mousemove,184.0,686.0
1609882283754,!mousemove,182.0,685.0
1609882283774,!mousemove,182.0,683.0
