timestamp,event_type,x,y
1609882283794,!mousemove,182.0,680.0
1609882283814,!mousemove,182.0,673.0
1609882283834,!mousemove,182.0,671.0
1609882283856,!mousemove,182.0,670.0
1609882283914,!mousemove,183.0,669.0
1609882284012,!mousedown,183.0,669.0
1609882284076,!mousemove,183.0,669.0
1609882284099,!mouseup,183.0,669.0
1609882284374,!mousemove,184.0,669.0
1609882284394,!mousemove,187.0,671.0
1609882284414,!mousemove,189.0,678.0
1609882284436,!mousemove,189.0,686.0
1609882284944,!mouseup,0.0,300.0
1609882284960,!mousemove,188.0,711.0
1609882285014,!mousemove,189.0,712.0
1609882285034,!mousemove,192.0,712.0
1609882285054,!mousemove,201.0,710.0
1609882285074,!mousemove,213.0,706.0
1609882285094,!mousemove,234.0,699.0
1609882285115,!mousemove,251.0,693.0
1609882285135,!mousemove,281.0,682.0
1609882285154,!mousemove,299.0,675.0
1609882285174,!mousemove,315.0,668.0
1609882285195,!mousemove,323.0,664.0
1609882285214,!mousemove,328.0,661.0
1609882285234,!mousemove,330.0,659.0
1609882285257,!mousemove,333.0,657.0
1609882285274,!mousemove,335.0,655.0
1609882285295,!mousemove,337.0,652.0
1609882285315,!mousemove,337.0,651.0
1609882285696,!mousemove,337.0,776.0
1609882285854,!mousemove,336.0,775.0
1609882285874,!mousemove,333.0,778.0
1609882285894,!mousemove,328.0,786.0
1609882285914,!mousemove,322.0,794.0
1609882285935,!mousemove,305.0,815.0
1609882285954,!mousemove,294.0,828.0
1609882285974,!mousemove,279.0,853.0
1609882285994,!mousemove,272.0,868.0
1609882286014,!mousemove,266.0,890.0
1609882286034,!mousemove,263.0,906.0
1609882286054,!mousemove,260.0,942.0
1609882286075,!mousemove,258.0,967.0
1609882286095,!mousemove,258.0,989.0
1609882286115,!mousemove,258.0,993.0
1609882286135,!mousemove,258.0,998.0
1609882286174,!mousemove,258.0,1000.0
1609882286194,!mousemove,258.0,1001.0
1609882286214,!mousemove,254.0,1006.0
1609882286234,!mousemove,253.0,1008.0
1609882286254,!mousemove,249.0,1012.0
1609882286274,!mousemove,244.0,1016.0
1609882286295,!mousemove,238.0,1021.0
1609882286315,!mousemove,234.0,1023.0
1609882286334,!mousemove,230.0,1026.0
1609882286354,!mousemove,228.0,1027.0
1609882286375,!mousemove,223.0,1030.0
1609882286394,!mousemove,221.0,1032.0
1609882286414,!mousemove,217.0,1034.0
1609882286474,!mousemove,216.0,1035.0
1609882286493,!mousemove,215.0,1036.0
1609882286513,!mousemove,214.0,1037.0
1609882286600,!mousedown,214.0,1037.0
1609882286682,!mouseup,214.0,1037.0
1609882286814,!mousemove,214.0,1034.0
1609882286836,!mousemove,214.0,1026.0
1609882286855,!mousemove,214.0,999.0
1609882286876,!mousemove,214.0,976.0
1609882286895,!mousemove,218.0,932.0
1609882286915,!mousemove,237.0,861.0
1609882286932,!mousemove,253.0,808.0
1609882286957,!mousemove,290.0,721.0
1609882286975,!mousemove,306.0,655.0
1609882286995,!mousemove,306.0,593.0
1609882287015,!mousemove,295.0,498.0
1609882287034,!mousemove,281.0,453.0
1609882287052,!mousemove,279.0,427.0
1609882288256,!mousemove,299.0,16.0
1609882288272,!mousemove,290.0,68.0
1609882288296,!mousemove,281.0,125.0
1609882288313,!mousemove,278.0,154.0
1609882288331,!mousemove,278.0,163.0
1609882288353,!mousemove,279.0,172.0
1609882288370,!mousemove,279.0,179.0
1609882288392,!mousemove,280.0,181.0
1609882288415,!mousemove,280.0,183.0
1609882288430,!mousemove,280.0,184.0
1609882288470,!mousemove,280.0,185.0
1609882288490,!mousemove,282.0,189.0
1609882288510,!mousemove,282.0,190.0
1609882288531,!mousemove,283.0,192.0
1609882288549,!mousemove,283.0,196.0
1609882288573,!mousemove,283.0,200.0
1609882288591,!mousemove,283.0,204.0
1609882288610,!mousemove,283.0,210.0
1609882288630,!mousemove,283.0,214.0
1609882288649,!mousemove,283.0,217.0
1609882288691,!mousemove,283.0,219.0
1609882288750,!mousemove,283.0,220.0
1609882288828,!mousemove,282.0,221.0
1609882288858,!mousedown,282.0,221.0
1609882288927,!mousemove,282.0,221.0
1609882288928,!mouseup,282.0,221.0
1609882289293,!mousemove,280.0,221.0
1609882289313,!mousemove,277.0,224.0
1609882289340,!mousemove,275.0,228.0
1609882289348,!mousemove,275.0,229.0
1609882289385,!mousemove,275.0,230.0
1609882289390,!mousemove,275.0,232.0
1609882290062,!mouseup,0.0,0.0
1609882290109,!mousemove,257.0,260.0
1609882290572,!mousemove,257.0,264.0
1609882290593,!mousemove,255.0,266.0
1609882290650,!mousemove,254.0,268.0
1609882290669,!mousemove,251.0,272.0
1609882290693,!mousemove,250.0,274.0
1609882290711,!mousemove,249.0,276.0
1609882290810,!mousemove,249.0,277.0
1609882290881,!mousedown,249.0,277.0
1609882290935,!mousemove,249.0,278.0
1609882290952,!mousemove,249.0,278.0
1609882290996,!mouseup,249.0,278.0
1609882291010,!mousemove,249.0,278.0
1609882291296,!mousemove,249.0,280.0
1609882291311,!mousemove,249.0,282.0
1609882291330,!mousemove,249.0,287.0
1609882291348,!mousemove,249.0,293.0
1609882291376,!mousemove,249.0,294.0
1609882291390,!mousemove,250.0,297.0
1609882291914,!mouseup,0.0,0.0
1609882291954,!mousemove,250.0,319.0
1609882292430,!mousemove,251.0,320.0
1609882292732,!mousemove,251.0,319.0
1609882292796,!mousemove,251.0,317.0
1609882292850,!mousemove,251.0,316.0
1609882292867,!mousemove,251.0,314.0
1609882292910,!mousemove,251.0,313.0
1609882292954,!mousemove,252.0,310.0
1609882292969,!mousemove,252.0,307.0
1609882292992,!mousemove,255.0,304.0
1609882293011,!mousemove,262.0,296.0
1609882293028,!mousemove,268.0,288.0
1609882293050,!mousemove,286.0,272.0
1609882293071,!mousemove,296.0,265.0
1609882293090,!mousemove,311.0,260.0
1609882293114,!mousemove,337.0,258.0
1609882293127,!mousemove,352.0,258.0
1609882293150,!mousemove,409.0,255.0
1609882293170,!mousemove,433.0,255.0
1609882293192,!mousemove,449.0,255.0
1609882293211,!mousemove,466.0,255.0
1609882293236,!mousemove,477.0,255.0
1609882293250,!mousemove,515.0,251.0
1609882293267,!mousemove,545.0,249.0
1609882293290,!mousemove,572.0,249.0
1609882293331,!mousemove,586.0,245.0
1609882293353,!mousemove,591.0,241.0
1609882293369,!mousemove,597.0,235.0
1609882293396,!mousemove,603.0,224.0
1609882293414,!mousemove,606.0,216.0
1609882293432,!mousemove,609.0,210.0
1609882293450,!mousemove,609.0,209.0
1609882293467,!mousemove,609.0,208.0
1609882293513,!mousemove,609.0,208.0
1609882293774,!mousemove,607.0,269.0
1609882293792,!mousemove,597.0,271.0
1609882293812,!mousemove,588.0,277.0
1609882293833,!mousemove,567.0,293.0
1609882293856,!mousemove,549.0,305.0
1609882293870,!mousemove,530.0,321.0
1609882293902,!mousemove,499.0,346.0
1609882293914,!mousemove,481.0,361.0
1609882293935,!mousemove,454.0,399.0
1609882293952,!mousemove,423.0,443.0
1609882293970,!mousemove,410.0,469.0
1609882293990,!mousemove,390.0,495.0
1609882294013,!mousemove,366.0,526.0
1609882294047,!mousemove,349.0,561.0
1609882294048,!mousemove,346.0,569.0
1609882294068,!mousemove,341.0,589.0
1609882294094,!mousemove,332.0,612.0
1609882294111,!mousemove,326.0,621.0
1609882294128,!mousemove,313.0,642.0
1609882294152,!mousemove,299.0,656.0
1609882294170,!mousemove,293.0,661.0
1609882294188,!mousemove,292.0,664.0
1609882294210,!mousemove,288.0,668.0
1609882294230,!mousemove,287.0,669.0
1609882294247,!mousemove,285.0,670.0
1609882294273,!mousemove,281.0,670.0
1609882294292,!mousemove,273.0,670.0
1609882294308,!mousemove,267.0,670.0
1609882294330,!mousemove,251.0,670.0
1609882294351,!mousemove,242.0,670.0
1609882294390,!mousemove,238.0,670.0
1609882294409,!mousemove,236.0,670.0
1609882294428,!mousemove,235.0,670.0
1609882294449,!mousemove,232.0,670.0
1609882294471,!mousemove,230.0,670.0
1609882294490,!mousemove,225.0,672.0
1609882294513,!mousemove,223.0,672.0
1609882294532,!mousemove,221.0,674.0
1609882294547,!mousemove,219.0,674.0
1609882294570,!mousemove,216.0,676.0
1609882294593,!mousemove,211.0,678.0
1609882294610,!mousemove,209.0,678.0
1609882294630,!mousemove,207.0,678.0
1609882294647,!mousemove,203.0,678.0
1609882294669,!mousemove,200.0,678.0
1609882294691,!mousemove,198.0,679.0
1609882294760,!mousedown,198.0,679.0
1609882294840,!mouseup,198.0,679.0
1609882294968,!mousemove,200.0,678.0
1609882294989,!mousemove,205.0,675.0
1609882295009,!mousemove,215.0,668.0
1609882295031,!mousemove,225.0,659.0
1609882295051,!mousemove,241.0,637.0
1609882295072,!mousemove,254.0,615.0
1609882295091,!mousemove,261.0,603.0
1609882295111,!mousemove,268.0,591.0
1609882295130,!mousemove,279.0,572.0
1609882295146,!mousemove,289.0,559.0
1609882295167,!mousemove,296.0,545.0
1609882295199,!mousemove,302.0,530.0
1609882295210,!mousemove,308.0,513.0
1609882295230,!mousemove,312.0,502.0
1609882295250,!mousemove,320.0,487.0
1609882295271,!mousemove,321.0,484.0
1609882295304,!mousemove,323.0,479.0
1609882295311,!mousemove,324.0,474.0
1609882295329,!mousemove,325.0,472.0
1609882295351,!mousemove,328.0,464.0
1609882295370,!mousemove,329.0,462.0
1609882295392,!mousemove,329.0,460.0
1609882295412,!mousemove,330.0,458.0
1609882295472,!mousemove,330.0,457.0
1609882295553,!mousemove,330.0,456.0
1609882295570,!mousemove,330.0,452.0
1609882295593,!mousemove,329.0,452.0
1609882295608,!mousemove,327.0,452.0
1609882295631,!mousemove,325.0,452.0
1609882295652,!mousemove,323.0,451.0
1609882295668,!mousemove,321.0,450.0
1609882295792,!mousemove,320.0,449.0
1609882295832,!mousemove,319.0,449.0
1609882295850,!mousemove,318.0,448.0
1609882295888,!mousemove,318.0,447.0
1609882295931,!mousemove,318.0,446.0
1609882311584,!mousemove,317.0,381.0
1609882336799,!mousemove,314.0,379.0
1609882336819,!mousemove,304.0,364.0
1609882336840,!mousemove,294.0,348.0
1609882336859,!mousemove,288.0,343.0
1609882336882,!mousemove,334.0,232.0
1609882336901,!mousemove,342.0,150.0
1609882336961,!mousemove,422.0,16.0
